existential,npn,question,conditional
0.03286022300000013,0.04606460200000129,0.031746057000006545,0.03716885100000411
0.022322763000005352,0.04321733099999392,0.029133149999992725,0.0355260830000077
0.027254061999997248,0.04225655200001199,0.029984533999993346,0.03316855500000315
0.021525901000003955,0.0438490860000087,0.031138773999998648,0.034778072999998244
0.0213291259999977,0.04630493400000546,0.03279464599999926,0.03644270899999924
0.026762279999999805,0.040792676000009465,0.030183520000008457,0.03428195300000425
0.027653322000006142,0.043867275000010864,0.02865915399999608,0.03503000799999256
0.02986579299999903,0.04173115499999369,0.02838897599998802,0.03317938600000048
0.027857026000006613,0.040757444999997006,0.02989382900000237,0.032234181000006856
0.019395220999996354,0.04613678299999435,0.0324630700000057,0.035366918999997665
0.021591443000005484,0.04108235000001059,0.031463348999992036,0.034604078999990406
0.025275213000000463,0.0406037380000015,0.030672344999999268,0.032398202999999626
0.019620653999993465,0.040043045999993865,0.030324509999999805,0.03192846999999688
0.023654507000003377,0.04373780699999941,0.03174543500000482,0.034628949999998326
0.020020310999996127,0.04279574299999922,0.03077999500000317,0.03322923900000774
0.02096087300000704,0.04454802499999744,0.03056251600000337,0.032624437999999145
0.02074897299999634,0.04081501999999659,0.028720862000000125,0.030199677000013025
0.01915691700000366,0.03973107299999867,0.029662497000003896,0.03285841100000653
0.020193828000003577,0.04076234699999759,0.029514415000008398,0.03303213300000607
0.022610259999993332,0.04112856399999032,0.028645179000008625,0.03417019299999424
0.019862854999999513,0.040801003999987984,0.028931454000002077,0.03201343499999609
0.020809412000005523,0.04316436300000248,0.028439720000008606,0.0355161310000085
0.02156596199999683,0.04312348000000554,0.028698394000002736,0.03358812999999827
0.02143614000000582,0.04083311300000503,0.030670912000005046,0.032349854999992544
0.020091163000003576,0.041670345,0.030053379999998242,0.0330518909999995
0.019325605000005908,0.040711666000007085,0.031935445000002005,0.034056198000001814
0.020853789000000234,0.04362037799999996,0.0320123210000105,0.03249619300000006
0.019211562999998932,0.04201104999999927,0.02739636500000131,0.03224953699999844
0.01953585300000782,0.04188757100000373,0.02890508800000191,0.03252835600000026
0.019332954999995877,0.04112335499999631,0.028455962999998974,0.03204038200000525
0.019597650999997995,0.04131210500000293,0.030616108000003806,0.03833119099999749
0.020590718000008223,0.04272446299999899,0.028616786000000616,0.03130880100000866
0.019521228999991536,0.0445568709999975,0.02833570399999985,0.03220249499999284
0.02247672599999362,0.04056408100001363,0.029516784999998436,0.032293167999995376
0.020388120999996318,0.0425350619999989,0.0310003609999967,0.033359355000001756
0.019675292000002287,0.0404530059999928,0.02793845600000111,0.032734829000006016
0.0188696629999896,0.04037940900001047,0.034960198999996805,0.03504759199999796
0.02695011999999508,0.039903093000006606,0.030609932999993816,0.03966076800000451
0.019454281000008677,0.045270591000004856,0.02794531899999697,0.03170115400000384
0.01851978300000212,0.039050649000003546,0.030692701999996075,0.034121455999994055
0.01956118899998671,0.04422685400000148,0.027052107000002934,0.03183328900000504
0.019104368000000704,0.039832349000008094,0.0304356240000061,0.031463216999995325
0.019148112999999967,0.039674966999996286,0.027805534000009402,0.033418062999999165
0.022293759000007185,0.0402150049999932,0.027982153000010612,0.032222158999999806
0.02504803799999422,0.039820891000005076,0.028384010000010562,0.031663879999996425
0.018326756999996974,0.03960412099999644,0.027974227000001406,0.032704007999996065
0.020034053000003382,0.03939472499999397,0.027557278000003294,0.03259610899999643
0.020981910000003268,0.04122266800000318,0.027702919999995856,0.032544419000004154
0.019674769999994624,0.040059141999989833,0.027941454000000476,0.03207564800000284
0.025105082999999695,0.03963221099999714,0.028889293000005978,0.03260911299999236
0.019001262000003294,0.04069576900000982,0.028674206000005142,0.03651798899998937
0.026548116000000732,0.04184408199999723,0.028053145000001223,0.03368655599999215
0.02244487400000139,0.040487194000007776,0.028337855999993167,0.032124065000004975
0.022832853000011255,0.04087464100000204,0.02801438699999892,0.036330192999997735
0.02036703399998885,0.045917609999989395,0.029206096000010007,0.03455741000000501
0.01749513999999408,0.03959622700000409,0.028438536999999542,0.03160214300000064
0.018005393999999342,0.03980145499998855,0.029060687000011853,0.03118466600000147
0.023662403000002996,0.03901537400000166,0.027438743000004706,0.031777099999999336
0.0206622689999989,0.04005922100000703,0.028153551000002608,0.03328485000000114
0.02134975899998892,0.03987648199999683,0.029606662999995592,0.03159812500000214
0.01975036200001057,0.04134364799999446,0.029547014000002036,0.03399302699999396
0.021741380999998228,0.04054069099998969,0.03130608799999379,0.03212304000000188
0.0226839310000031,0.03986909799999694,0.02770889699999657,0.03230388800000128
0.019953678999996782,0.04076763000000483,0.033686297000002696,0.033220645000000104
0.02460394700000279,0.04057082899998932,0.03223519000000863,0.03148405900000739
0.019184139999993022,0.04343515600000103,0.027531167999995887,0.0322725700000035
0.019477140999995868,0.04071754600001043,0.02807289300000093,0.03478473200000565
0.020279375999990634,0.04038463300000217,0.03152057500000183,0.033439880000003086
0.018842271000011124,0.03929158500000085,0.028734624000009035,0.030654243000000747
0.018749049999996714,0.04106232800000953,0.029011913000005052,0.03211871800000665
0.021784147000005305,0.04383432000000198,0.02754726099999516,0.031236139000000662
0.018360016000002588,0.03949546399999804,0.02775852099999554,0.033968461000000616
0.020040177999987918,0.03921359200001007,0.028337180999997713,0.031362280999999825
0.020907312000005618,0.038693207000008556,0.02715344900001071,0.031204231999993226
0.01755524799999364,0.03936803399999178,0.02632955299999651,0.032989034999999944
0.021246677999997132,0.04053429300000744,0.02707248500000503,0.03149328199999957
0.019082159000006982,0.03981660499999862,0.027837914000002684,0.032147297000008734
0.019808644999997682,0.044906822999990936,0.030399927000004823,0.03259469500000023
0.019465581999995152,0.04066122899999414,0.02820125000000928,0.031532863999998995
0.02762468999999612,0.03993231999999125,0.02826210700000331,0.03309816300000534
0.018950196999995228,0.04016146799999376,0.03650854900000411,0.03447315699999365
0.0202316440000061,0.04340971800000659,0.02747550699999124,0.03341100600000857
0.02166974400000754,0.040090473000006455,0.030096051000001012,0.030599356000010403
0.018703567999992288,0.04109723300000212,0.027108988999998473,0.033229343999991556
0.01929488799999035,0.04751739099999952,0.029437438999991627,0.031347156999999015
0.018868987000004722,0.03925724600000535,0.028280463000001532,0.032977309000003174
0.01962989400000481,0.04147599899999932,0.027612418999993338,0.03173195200000123
0.017861843000005706,0.03953277600000149,0.027132317000010175,0.031210240999996586
0.022338256000011825,0.039955071999997926,0.028338978999997266,0.03174090500000659
0.01987081400000079,0.039107276999999385,0.02773346100001106,0.03237266099999658
0.02040806299999076,0.039112357999997016,0.02824238899999898,0.03402346299999692
0.021211739999998258,0.040449723999998355,0.027478510999998207,0.031982170999995674
0.020077776999997354,0.04307617899999627,0.030869687999995676,0.03142952600001081
0.01840718200000424,0.03966542499999548,0.02826123600000585,0.031084583999998472
0.01823929999999052,0.039623062000003983,0.02717367300000717,0.03074748000000227
0.018273042000004125,0.040390055000003144,0.029037427999995202,0.03298906099999499
0.021071970999997802,0.0402862870000007,0.03070795300000384,0.031195826999990572
0.02190248699999131,0.038595946000000936,0.02819857400000103,0.0302521229999968
0.018505303999987177,0.03986613399999328,0.02706105900000466,0.030661256000001913
0.019525057999999262,0.03962581599999737,0.028782865000010815,0.0326604250000031
