existential,npn,conditional,question
67.25732379300462,67.89003631199739,70.66712754499895,67.44609001099889
67.9995741820021,67.97750724899379,70.70956285599823,66.82017701800214
67.58464254299906,68.15969575700001,71.32956677499897,67.95310718700057
67.48359496700141,67.86502900499909,70.81957968900679,67.4971369920022
67.57223099999828,67.60433517800266,70.67655518900574,67.55825324100442
68.1944812379952,68.43947623599524,71.4875827309952,68.3189146500008
68.33145412599697,68.5005414049956,71.4680742950004,67.73282880600163
67.35601454300195,67.59690521599987,70.84082599900285,67.06546762299695
67.26639639899804,67.59331513499637,70.40595891299745,67.02476931599813
67.38104441399628,67.46439910099434,70.49051108200365,67.90588866599865
67.82762171200011,68.2294377030048,71.1227389429987,68.50927856899943
67.50011921899568,76.57895512999676,71.59772231899842,67.9879337980019
68.05005549299676,68.36278118699556,71.46319919600501,67.05139593800413
67.2301689839951,68.01987821100192,71.36107078799978,67.59930929999973
67.47895908600185,67.69291659499868,70.29878235799697,67.37297557500278
67.97393306299637,67.52133806399797,70.8900036499981,67.32157363199804
67.23612307199801,67.80998791800084,70.79671986699395,67.10077988600096
66.84532124399993,68.13079588099936,70.35566597100114,67.02382378000038
68.05188854500011,67.7372671560006,71.50008794300084,67.26486525400105
67.57492003200605,67.49784623199957,70.77849988800153,67.3668290200003
67.15082587699726,67.55141137800092,70.82808826900146,67.20755679199647
67.76414475199999,67.76148805699631,70.7617048050015,67.42607966499781
67.29259886100044,67.97499067999888,70.5746577309983,67.24401581699931
67.5513507259966,67.92359504599881,71.11072884999885,67.18135495799652
67.264493460003,68.44721089400264,70.89098532299977,67.32749603300181
67.51964535500156,68.23544240299816,70.88650549600425,67.26095531299507
67.72717356900102,68.21555011100281,70.8171802709985,67.91465106200485
67.479801442998,67.89454403600394,70.62049309500435,66.88830900700123
66.79914324799756,68.49315816300077,70.69302471000265,68.20245227900159
67.57120701099484,68.47907356500218,70.6347198709991,66.88780708400009
67.14819746399735,68.13983274900238,70.9356699869968,67.37432571400132
67.60379678000027,68.13808289099688,70.52410235499701,67.29526137599896
67.50452616799885,67.45937079600117,71.33460507699783,67.10646350299794
67.18840842200007,67.62000191499828,70.76842635999492,67.46065275799629
67.49463429600291,68.04257582800346,70.44026613999449,67.7592983689974
67.37216765899939,68.13065689699579,70.93966700199962,67.21770552200178
67.38688111000374,67.58131014899845,70.34944386999996,67.06395621800038
67.35927332800202,67.91122029099643,70.69918376100395,67.15594971000246
67.37797464200412,67.9551036940029,71.18235785100114,67.47015611800452
67.0375876370017,67.70572052900388,70.70314133100328,67.634018939003
67.7137993849974,67.82186684099725,70.66193892100273,67.4695662660015
67.37018997000268,67.99056167299568,71.04304413800128,67.28795863500272
67.10671335799998,67.95760594400053,70.86398324399488,67.30283474400494
67.97500198700436,68.13389972600271,70.44231140299962,67.47980548700434
67.70279307299643,67.76355864299694,71.29339556700143,67.41087012099888
67.83554260899837,68.1555124459992,71.18607568599691,67.51740690600127
67.39363789799972,67.6321695229999,70.59993089600175,67.38954701300099
67.56998635000491,67.60304273899965,70.65250237999862,67.35620740500599
68.11885228000028,67.84403676900547,70.68419939400337,67.77661528799945
67.53208168400306,67.88807574399834,70.4683554850053,67.60641852600384
67.7388196009997,67.85417763700389,70.49454077499831,67.25639080200199
67.44289566500083,68.54421745499712,71.13613891899877,67.53748158399685
67.76596390100167,67.5756513180022,70.7809247940022,67.0867019100042
67.38580716100114,68.05046112999844,70.58747582799697,67.27858738099894
67.08934225399571,67.16492352299974,70.766954849998,67.7733106559972
67.48191073199996,67.47282305300178,70.46813840600225,68.05128874100046
67.77431259200239,68.43687053699978,70.5257369480023,67.79808960000082
68.12616374400386,67.68745733900141,70.68554759500694,67.54383663399494
67.55490905600163,68.42713030600135,70.73346151900478,67.30390392499976
67.27899019799952,67.99106806200143,70.97034346099827,67.01183140100329
67.34284616800142,67.56881877900014,70.99929593400157,67.80552570200234
68.14148423399456,67.6534429730018,70.69729426000413,67.77462791599828
67.4711909040052,67.63514866199694,70.64388243800204,67.19479475800472
67.06896685100219,68.56495711900061,70.9063679719984,67.97705887699703
67.52471627500199,67.9045196779989,70.98066759900394,67.3543330609973
67.33403415000066,68.00313898699824,71.33586791699781,67.32460201600043
66.95480084099836,67.86089358499885,70.50739581599919,67.2291048420011
67.05045460499969,67.74422920399957,71.32446926799457,67.4529266180034
67.44082104299741,67.96498516800057,70.48837483000534,67.27155078700162
67.65396784900076,67.6885344580005,70.48949175400048,66.90638104400568
67.50899197700346,67.39933647100406,70.61343426899839,67.2423960619999
67.3212274069956,68.37166258499929,70.66435323800397,67.03978646399628
67.49618735799595,67.8978465379987,70.80941128000268,67.0525756049974
67.37611167199793,67.77117080400058,70.77275239299343,67.82853055900341
66.97100355599832,68.606694667993,70.63152561199968,67.04336184100248
67.43248149199644,67.87531307400059,70.60062185300194,67.3832260909985
67.65000219699868,67.86529743100255,70.59908807800093,67.39244227800373
67.44307221099734,67.70678739499999,70.64257853000163,67.12997594199987
67.53002330799791,67.72760793499765,70.5844701879978,67.50959829599742
67.55599479499506,67.9712141179989,71.32707755600131,67.54187072400237
67.52875899700302,68.30622294600471,70.48271166100312,67.05733609500021
67.47779736200027,67.51903197699721,70.96328929599986,67.39188202300284
67.55052711199824,67.84762837800372,71.5507194479942,67.4425300169969
66.96199097200588,67.93491314800485,71.3566950989989,67.12809607400413
67.44353262199729,67.99211737700534,70.73585062900383,67.43640293399949
66.80535475999932,68.29825177100429,70.38145998599794,67.39561308900011
67.18242883199855,67.40211435000674,71.2777663520028,67.34088933999737
67.27857220300211,67.97461489700072,70.88401848099602,67.56684215800487
67.2248977220006,67.79271338800027,71.21377842700167,67.36555344899534
67.51014258898795,67.54054133100726,70.51283470900671,67.43381645699264
67.32414682299714,67.81202696700348,71.42289809799695,67.36056331900181
68.50185369201063,67.4652706199995,70.51217103800445,67.27487423500861
67.30050701300206,67.67011878899939,70.90320212299412,67.42140526199364
67.22612217601272,67.98703186899365,70.84433032400557,67.07597517200338
67.57210926100379,68.6224963329878,70.86012142300024,67.68532128899824
67.2172773880011,68.41005848599889,70.81345641099324,67.70523614699778
67.54293313300877,67.94904492299247,70.86781571300526,67.8299297199992
67.14108318999934,68.71874359200592,70.65927420499793,67.29083258101309
67.84136028600915,68.62859972899605,71.95171323999239,68.45612529500795
67.94993507600157,67.52250848000403,70.79096666199621,67.40493868300109
