question,existential,conditional,npn
0.02561985700049263,0.025161880000268866,0.03429756600053224,0.2544526389992825
0.020460584999455023,0.02008799299983366,0.02953531099956308,0.24859322300017084
0.02003304699974251,0.018220721999568923,0.030499853000037547,0.25120632000016485
0.019796940000560426,0.01715747299931536,0.027486178999424737,0.2461164269998335
0.01905060700028116,0.018994086000020616,0.029503080000722548,0.2533701669999573
0.02033736500015948,0.019354659999407886,0.03175373100020806,0.2502454819996274
0.020230897999681474,0.019393511000089347,0.028082256999368838,0.24801735900018684
0.020016128999486682,0.018394055000499065,0.02741543000047386,0.24844747699989966
0.019807312000011734,0.017641024999647925,0.029573593999884906,0.24502496199966117
0.019171556999936,0.018769565999718907,0.02809435100061819,0.24966351500006567
0.018293785999958345,0.017933683999217465,0.030326619999868853,0.24669908200030477
0.020944442000654817,0.018020253999566194,0.029996740000569844,0.24884486800056038
0.020286212999963027,0.018594772000142257,0.029041546000371454,0.2524574130002293
0.020233760999872175,0.018195497000306204,0.026997889000085706,0.24871005900058663
0.0185931679998248,0.018649689000085345,0.03087936600059038,0.24436140800025896
0.018978772000082245,0.02068029200017918,0.030149597000672657,0.24478208599975915
0.01708310999947571,0.018137056999876222,0.029025157999967632,0.24754867400042713
0.02095196499976737,0.02026452599966433,0.03845730899956834,0.24488962899977196
0.01979220700013684,0.019286072999420867,0.027502545000061218,0.24363941600040562
0.019704283000464784,0.017951066999557952,0.0404378409994024,0.2515000390003479
0.02097035200040409,0.018981801999871095,0.027615531000265037,0.2441816390000895
0.020774460000211548,0.019500600000355917,0.031508005000432604,0.24592432000008557
0.017396260000168695,0.018068663000121887,0.03028683299999102,0.24456614300015644
0.02049779600019974,0.018788594000398007,0.027071642000009888,0.24561983199964743
0.02015056599975651,0.01808844299921475,0.02544896899962623,0.2439650520000214
0.019666379999762285,0.017467034000219428,0.03431663399987883,0.24380103100065753
0.02059976199961966,0.01708328199947573,0.054574298999796156,0.24343307400067715
0.02253554799972335,0.020359768999696826,0.026396094000119774,0.24443364799935807
0.019955523000135145,0.018640401999618916,0.0409371519999695,0.24920462799946108
0.018234065999422455,0.018269387000145798,0.03188842200052022,0.24765981099972123
0.018275118000019575,0.018155056000068726,0.0295133560002796,0.24467849999928148
0.019474442000500858,0.01873906699984218,0.02828974299973197,0.25284895099957794
0.019103200000245124,0.018029745999228908,0.02896924200013018,0.24561294300019654
0.02012163400013378,0.018247228999825893,0.02569743100048072,0.24537261499972374
0.018850078000468784,0.018036010000287206,0.0329249879996496,0.24678003900044132
0.020043458999680297,0.017814034999901196,0.032410617000095954,0.24488495100013097
0.021014375999584445,0.018696073999308283,0.029852113999368157,0.25683019700045406
0.022220826000193483,0.019586899000387348,0.03172556200024701,0.2621269700002813
0.019275287999334978,0.019200515000193263,0.030599020000408927,0.26681163200009905
0.022065187999942282,0.01843404000010196,0.03249343200059229,0.26589552000041294
0.02180686700012302,0.01845362399944861,0.029382591000285174,0.2671060430002399
0.021035370999925362,0.022706489000483998,0.03258172899950296,0.26573376600026677
0.020225678000315384,0.01927427299960982,0.03325815100015461,0.2681021790003797
0.019541640000170446,0.020519456999863905,0.028273015999729978,0.26895421800054464
0.022373822999725235,0.02910855500067555,0.03482476399949519,0.26567257900023833
0.023670745999879728,0.01719592500012368,0.03920199300046079,0.26166936899971915
0.019307737999952224,0.018681767000089167,0.028807140000026266,0.2635875119995035
0.02113041400025395,0.018251681000037934,0.03406079800060979,0.2627956110000014
0.018089790999511024,0.01948380600060773,0.03540654800053744,0.26129695500003436
0.02314099900013389,0.017530909000015527,0.03952699300043605,0.26074782999967283
0.020293124999625434,0.018568061999758356,0.029331687999729184,0.26449435700033064
0.02116459799981385,0.017899382999530644,0.03140118600003916,0.2644446770000286
0.018639226000232156,0.01789416599967808,0.031428539999978966,0.2655057180008953
0.01928413800033013,0.020471918000112055,0.031629927999347274,0.2645649850001064
0.026875104999817268,0.019532874999640626,0.026786200999595167,0.26211805699949764
0.020689847999165067,0.01869770499979495,0.035368085999834875,0.2598908379995919
0.01881626700014749,0.02270048499940458,0.039857734000179335,0.2588046190003297
0.020542819000183954,0.0173035030002211,0.027036056999349967,0.26409374800005025
0.018128734000129043,0.019063699999605888,0.030663929000183998,0.26446971299992583
0.03317910099940491,0.017509594000330253,0.02712931599944568,0.2646791420002046
0.01794082000014896,0.018552626999735367,0.029191255000114325,0.27291977999993833
0.02167695200023445,0.019970474000729155,0.03489412300041295,0.26640462699924683
0.0187592059992312,0.018433012000059534,0.028545807999762474,0.27033650200064585
0.021404165000603825,0.018159748000471154,0.02717317800033925,0.2638971810001749
0.022193805999449978,0.017158706999907736,0.03025451899975451,0.262646852999751
0.021113852000780753,0.01925751299950207,0.0345140409999658,0.26910332799980097
0.022431346999837842,0.018306161000509746,0.029301106000275468,0.2679843269997946
0.01943856199977745,0.017471941000621882,0.029977138000504056,0.2643622729992785
0.018645526000000245,0.01807805000044027,0.028146644000116794,0.2769440300007773
0.02108294899971952,0.01916338600040035,0.032263064999824564,0.2659525270000813
0.0228713839996999,0.01929744699918956,0.03580082699954801,0.26297054899987415
0.020173271999738063,0.018138817999897583,0.03397019800013368,0.2645601300000635
0.019995055999970646,0.01934441599951242,0.03914108200024202,0.26238972899955115
0.020833741999922495,0.019746132000364014,0.04070510400015337,0.25845913000011933
0.019392801000321924,0.018414964999465155,0.027637755999421643,0.26235281900062546
0.021539803999985452,0.01917406100074004,0.029711148999922443,0.26577001199984807
0.022401225000066916,0.019104851000520284,0.03128331700008857,0.2646101729997099
0.018421192999994673,0.02235667100012506,0.03084024599957047,0.2647301750002953
0.022316444999887608,0.020991698000216275,0.03229160099999717,0.2633351289996426
0.017800427000111085,0.01813936599955923,0.0309276250000039,0.26447626000026503
0.020156172999122646,0.018057767999380303,0.02937149999979738,0.2646242959999654
0.018732250000539352,0.02106939700024668,0.03324073400017369,0.26049137100017106
0.01849386699996103,0.01778044500042597,0.03095034200032387,0.26361587700012024
0.021880958999645372,0.01903977300025872,0.03063221299998986,0.2625932119999561
0.01900472500074102,0.020769818000189844,0.03750282400051219,0.26006334900012007
0.017097069000556075,0.018448787000124867,0.029734193999502168,0.26505112900031236
0.02778280500024266,0.018439282999679563,0.029338870999708888,0.26402602000052866
0.021292592999998305,0.018651873999260715,0.028439538000384346,0.2622005169996555
0.017517446000056225,0.020455377999496704,0.03166446300019743,0.2646615280000333
0.022209173000192095,0.019587163000323926,0.039233058999343484,0.2680511300004582
0.02256654300072114,0.01811217999966175,0.028958436999346304,0.26088992099994357
0.023214628999994602,0.022673002000374254,0.04555134400015959,0.2653664690005826
0.019223637000322924,0.016668898999341764,0.028565059000356996,0.26174514000013005
0.01932597899940447,0.01869821000036609,0.028062634999514557,0.26362138700005744
0.020770877000359178,0.018381161000434076,0.029020347999903606,0.2649095460001263
0.017984330999752274,0.018128110999896307,0.02791042299941182,0.26098576599997614
0.020826733999456337,0.01946669000062684,0.039097431000300276,0.2653347869991194
0.02210403099979885,0.019433079999544134,0.026827081999726943,0.2607461610004975
0.017471013000431412,0.01710071599973162,0.03456873300001462,0.26283423400036554
0.020742769000207772,0.02385642999979609,0.02860851300010836,0.2605030690001513
